dex_no,name_en,generation,forms,category,height_m,weight_kg,hatch_time,name_fr,name_es,name_de,name_it,has_gender,female_percent,male_percent,is_breedable,catch_rate,leveling_rate,pokedex_colour,base_friendship,base_hp,base_atk,base_def,base_spatk,base_spdef,base_speed,base_experience_yield,egg_group_0,egg_group_1,type_0,type_1,ev_yield_hp,ev_yield_attack,ev_yield_defense,ev_yield_special_attack,ev_yield_special_defense,ev_yield_speed,description_violet,ability_0,ability_1,hidden_ability,is_legendary,is_mythical,is_part_of_evolution,stage,evolution_level,bulbapedia_link
448,Lucario,4,1,Aura Pokemon,1.2,54,25,Lucario,Lucario,Lucario,Lucario,TRUE,12.5,87.5,TRUE,45,Medium Slow,Blue,70,70,110,70,115,70,90,184,Field,Human-Like,Fighting,Steel,0,1,0,1,0,0,A well-trained one can use its aura to identify and take in the feelings of creatures over half a mile away.,Steadfast,Inner Focus,Justified,FALSE,FALSE,TRUE,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Lucario_(Pok%C3%A9mon)
449,Hippopotas,4,1,Hippo Pokemon,0.8,49.5,30,Hippopotas,Hippopotas,Hippopotas,Hippopotas,TRUE,50,50,TRUE,140,Slow,Brown,70,68,72,78,38,42,32,66,Field,,Ground,,0,0,1,0,0,0,It shrouds itself in sand to ward off germs. It travels easily through the sands of the desert.,Sand Stream,,Sand Force,FALSE,FALSE,TRUE,basic,34,https://bulbapedia.bulbagarden.net/wiki/Hippopotas_(Pok%C3%A9mon)
450,Hippowdon,4,1,Heavyweight Pokemon,2,300,30,Hippodocus,Hippowdon,Hippoterus,Hippowdon,TRUE,50,50,TRUE,60,Slow,Brown,70,108,112,118,68,72,47,184,Field,,Ground,,0,0,2,0,0,0,It brandishes its gaping mouth in a display of fearsome strength. It raises vast quantities of sand while attacking.,Sand Stream,,Sand Force,FALSE,FALSE,TRUE,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Hippowdon_(Pok%C3%A9mon)
451,Skorupi,4,1,Scorpion Pokemon,0.8,12,20,Rapion,Skorupi,Pionskora,Skorupi,TRUE,50,50,TRUE,120,Slow,Purple,70,40,50,90,30,55,65,66,Bug,Water 3,Poison,Bug,0,0,1,0,0,0,,Battle Armor,Sniper,Keen Eye,FALSE,FALSE,TRUE,basic,40,https://bulbapedia.bulbagarden.net/wiki/Skorupi_(Pok%C3%A9mon)
452,Drapion,4,1,Ogre Scorpion Pokemon,1.3,61.5,20,Drascore,Drapion,Piondragi,Drapion,TRUE,50,50,TRUE,45,Slow,Purple,70,70,90,110,60,75,95,175,Bug,Water 3,Poison,Dark,0,0,2,0,0,0,,Battle Armor,Sniper,Keen Eye,FALSE,FALSE,TRUE,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Drapion_(Pok%C3%A9mon)
453,Croagunk,4,1,Toxic Mouth Pokemon,0.7,23,10,Cradopaud,Croagunk,Glibunkel,Croagunk,TRUE,50,50,TRUE,140,Medium Fast,Blue,100,48,61,40,61,40,50,60,Human-Like,,Poison,Fighting,0,1,0,0,0,0,"It rarely fights fairly, but that is strictly to ensure survival. It is popular as a mascot.",Anticipation,Dry Skin,Poison Touch,FALSE,FALSE,TRUE,basic,37,https://bulbapedia.bulbagarden.net/wiki/Croagunk_(Pok%C3%A9mon)
454,Toxicroak,4,1,Toxic Mouth Pokemon,1.3,44.4,20,Coatox,Toxicroak,Toxiquak,Toxicroak,TRUE,50,50,TRUE,75,Medium Fast,Blue,70,83,106,65,86,65,85,172,Human-Like,,Poison,Fighting,0,2,0,0,0,0,"It has a poison sac at its throat. When it croaks, the stored poison is churned for greater potency.",Anticipation,Dry Skin,Poison Touch,FALSE,FALSE,TRUE,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Toxicroak_(Pok%C3%A9mon)
455,Carnivine,4,1,Bug Catcher Pokemon,1.4,27,25,Vortente,Carnivine,Venuflibis,Carnivine,TRUE,50,50,TRUE,200,Slow,Green,70,74,100,72,90,72,46,159,Grass,,Grass,,0,2,0,0,0,0,,Levitate,,,FALSE,FALSE,FALSE,basic,,https://bulbapedia.bulbagarden.net/wiki/Carnivine_(Pok%C3%A9mon)
456,Finneon,4,1,Wing Fish Pokemon,0.4,7,20,ecayon,Finneon,Finneon,Finneon,TRUE,50,50,TRUE,190,Erratic,Blue,70,49,49,56,49,61,66,66,Water 2,,Water,,0,0,0,0,0,1,"It absorbs sunlight with the pink areas of its skin, which then shine. This appears to be a form of camouflage.",Swift Swim,Storm Drain,Water Veil,FALSE,FALSE,TRUE,basic,31,https://bulbapedia.bulbagarden.net/wiki/Finneon_(Pok%C3%A9mon)
457,Lumineon,4,1,Neon Pokemon,1.2,24,20,Lumineon,Lumineon,Lumineon,Lumineon,TRUE,50,50,TRUE,75,Erratic,Blue,70,69,69,76,69,86,91,161,Water 2,,Water,,0,0,0,0,0,2,Lumineon swimming in the darkness of the deep sea look like stars shining in the night sky.,Swift Swim,Storm Drain,Water Veil,FALSE,FALSE,TRUE,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Lumineon_(Pok%C3%A9mon)
458,Mantyke,4,1,Kite Pokemon,1,65,25,Babimanta,Mantyke,Mantirps,Mantyke,TRUE,50,50,TRUE,25,Slow,Blue,70,45,20,50,60,120,50,69,No Eggs Discovered,,Water,Flying,0,0,0,0,1,0,,Swift Swim,Water Absorb,Water Veil,FALSE,FALSE,TRUE,basic,,https://bulbapedia.bulbagarden.net/wiki/Mantyke_(Pok%C3%A9mon)
459,Snover,4,1,Frost Tree Pokemon,1,50.5,20,Blizzi,Snover,Shnebedeck,Snover,TRUE,50,50,TRUE,120,Slow,White,70,60,62,50,62,60,40,67,Monster,Grass,Grass,Ice,0,1,0,0,0,0,"Seemingly curious about people, they gather around footsteps they find on snowy mountains.",Snow Warning,,Soundproof,FALSE,FALSE,TRUE,basic,40,https://bulbapedia.bulbagarden.net/wiki/Snover_(Pok%C3%A9mon)
460,Abomasnow,4,1,Frost Tree Pokemon,2.2,135.5,20,Blizzaroi,Abomasnow,Rexblisar,Abomasnow,TRUE,50,50,TRUE,60,Slow,White,70,90,92,75,92,85,60,173,Monster,Grass,Grass,Ice,0,1,0,1,0,0,"They appear when the snow flowers bloom. When the petals fall, they retreat to places unknown again.",Snow Warning,,Soundproof,FALSE,FALSE,TRUE,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Abomasnow_(Pok%C3%A9mon)
461,Weavile,4,1,Sharp Claw Pokemon,1.1,34,20,Dimoret,Weavile,Snibunna,Weavile,TRUE,50,50,TRUE,45,Medium Slow,Black,35,70,120,65,45,85,125,179,Field,,Dark,Ice,0,1,0,0,0,1,"They travel in groups of four or five, leaving signs for one another on trees and rocks. They bring down their prey with coordinated attacks.",Pressure,,Pickpocket,FALSE,FALSE,TRUE,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Weavile_(Pok%C3%A9mon)
462,Magnezone,4,1,Magnet Area Pokemon,1.2,180,20,Magnezone,Magnezone,Magnezone,Magnezone,FALSE,0,0,TRUE,30,Medium Fast,Gray,70,70,70,115,130,90,60,241,Mineral,,Electric,Steel,0,0,0,3,0,0,"Exposure to a special magnetic field changed Magneton's molecular structure, turning it into Magnezone.",Magnet Pull,Sturdy,Analytic,FALSE,FALSE,TRUE,stage 2,,https://bulbapedia.bulbagarden.net/wiki/Magnezone_(Pok%C3%A9mon)
463,Lickilicky,4,1,Licking Pokemon,1.7,140,20,Coudlangue,Lickilicky,Schlurplek,Lickilicky,TRUE,50,50,TRUE,30,Medium Fast,Pink,70,110,85,95,80,95,50,180,Monster,,Normal,,3,0,0,0,0,0,,Own Tempo,Oblivious,Cloud Nine,FALSE,FALSE,TRUE,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Lickilicky_(Pok%C3%A9mon)
464,Rhyperior,4,1,Drill Pokemon,2.4,282.8,20,Rhinastoc,Rhyperior,Rihornior,Rhyperior,TRUE,50,50,TRUE,30,Slow,Gray,70,115,140,130,55,55,40,241,Monster,Field,Ground,Rock,0,3,0,0,0,0,"A Rhyperior's brain is smaller than a Rhydon's, but the Rhyperior is stronger because it spends more energy on battling and less on brainpower.",Lightning Rod,Solid Rock,Reckless,FALSE,FALSE,TRUE,stage 2,,https://bulbapedia.bulbagarden.net/wiki/Rhyperior_(Pok%C3%A9mon)
465,Tangrowth,4,1,Vine Pokemon,2,128.6,20,Bouldeneu,Tangrowth,Tangoloss,Tangrowth,TRUE,50,50,TRUE,30,Medium Fast,Blue,70,100,100,125,110,50,50,187,Grass,,Grass,,0,0,2,0,0,0,,Chlorophyll,Leaf Guard,Regenerator,FALSE,FALSE,TRUE,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Tangrowth_(Pok%C3%A9mon)
466,Electivire,4,1,Thunderbolt Pokemon,1.8,138.6,25,elekable,Electivire,Elevoltek,Electivire,TRUE,25,75,TRUE,30,Medium Fast,Yellow,70,75,123,67,95,85,95,243,Human-Like,,Electric,,0,3,0,0,0,0,"This Pokemon presses the tips of its tails onto an opponent and instantly sends over 20,000 volts of high-voltage electricity through them.",Motor Drive,,Vital Spirit,FALSE,FALSE,TRUE,stage 2,,https://bulbapedia.bulbagarden.net/wiki/Electivire_(Pok%C3%A9mon)
467,Magmortar,4,1,Blast Pokemon,1.6,68,25,Maganon,Magmortar,Magbrant,Magmortar,TRUE,25,75,TRUE,30,Medium Fast,Red,70,75,95,67,125,95,83,243,Human-Like,,Fire,,0,0,0,3,0,0,They dwell in volcanic craters. It's said that only a single pair of Magmortar will inhabit any given volcano.,Flame Body,,Vital Spirit,FALSE,FALSE,TRUE,stage 2,,https://bulbapedia.bulbagarden.net/wiki/Magmortar_(Pok%C3%A9mon)
468,Togekiss,4,1,Jubilee Pokemon,1.5,38,10,Togekiss,Togekiss,Togekiss,Togekiss,TRUE,12.5,87.5,TRUE,30,Fast,White,70,85,50,95,120,115,80,245,Flying,Fairy,Fairy,Flying,0,0,0,2,1,0,,Hustle,Serene Grace,Super Luck,FALSE,FALSE,TRUE,stage 2,,https://bulbapedia.bulbagarden.net/wiki/Togekiss_(Pok%C3%A9mon)
469,Yanmega,4,1,Ogre Darner Pokemon,1.9,51.5,20,Yanmega,Yanmega,Yanmega,Yanmega,TRUE,50,50,TRUE,30,Medium Fast,Green,70,86,76,86,116,56,95,180,Bug,,Bug,Flying,0,2,0,0,0,0,Its jaw power is incredible. It is adept at biting apart foes while flying by at high speed.,Speed Boost,Tinted Lens,Frisk,FALSE,FALSE,TRUE,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Yanmega_(Pok%C3%A9mon)
470,Leafeon,4,1,Verdant Pokemon,1,25.5,35,Phyllali,Leafeon,Folipurba,Leafeon,TRUE,12.5,87.5,TRUE,45,Medium Fast,Green,35,65,110,130,60,65,95,184,Field,,Grass,,0,0,2,0,0,0,"The younger they are, the more they smell like fresh grass. With age, their fragrance takes on the odor of fallen leaves.",Leaf Guard,,Chlorophyll,FALSE,FALSE,TRUE,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Leafeon_(Pok%C3%A9mon)
471,Glaceon,4,1,Fresh Snow Pokemon,0.8,25.9,35,Givrali,Glaceon,Glaziola,Glaceon,TRUE,12.5,87.5,TRUE,45,Medium Fast,Blue,35,65,60,110,130,95,65,184,Field,,Ice,,0,0,0,2,0,0,It lowers its body heat to freeze its fur. The hairs then become like needles it can fire.,Snow Cloak,,Ice Body,FALSE,FALSE,TRUE,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Glaceon_(Pok%C3%A9mon)
472,Gliscor,4,1,Fang Scorpion Pokemon,2,42.5,20,Scorvol,Gliscor,Skorgro,Gliscor,TRUE,50,50,TRUE,30,Medium Slow,Purple,70,75,95,125,45,75,95,179,Bug,,Ground,Flying,0,0,2,0,0,0,"It flies soundlessly through the sky. It catches prey with its long tail, then lunges at the prey's vulnerable spots with its fangs.",Hyper Cutter,Sand Veil,Poison Heal,FALSE,FALSE,TRUE,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Gliscor_(Pok%C3%A9mon)
473,Mamoswine,4,1,Twin Tusk Pokemon,2.5,291,20,Mammochon,Mamoswine,Mamutel,Mamoswine,TRUE,50,50,TRUE,50,Slow,Brown,70,110,130,80,70,60,80,239,Field,,Ice,Ground,0,3,0,0,0,0,"A frozen one was dug up from soil dating back 10,000 years. It woke up, to much amazement.",Oblivious,Snow Cloak,Thick Fat,FALSE,FALSE,TRUE,stage 2,,https://bulbapedia.bulbagarden.net/wiki/Mamoswine_(Pok%C3%A9mon)
474,Porygon-Z,4,1,Virtual Pokemon,0.9,34,20,Porygon-Z,Porygon-Z,Porygon-Z,Porygon-Z,FALSE,0,0,TRUE,30,Medium Fast,Red,70,85,80,70,135,75,90,241,Mineral,,Normal,,0,0,0,3,0,0,Its programming was modified to enable it to operate in other dimensions. This did not work as planned.,Adaptability,Download,Analytic,FALSE,FALSE,TRUE,stage 2,,https://bulbapedia.bulbagarden.net/wiki/Porygon-Z_(Pok%C3%A9mon)
475,Gallade,4,1,Blade Pokemon,1.6,52,20,Gallame,Gallade,Galagladi,Gallade,TRUE,0,100,TRUE,45,Slow,White,35,68,125,65,65,115,80,233,Human-Like,Gen VIII+,Psychic,Fighting,0,3,0,0,0,0,"Because it can sense what its foe is thinking, its attacks burst out first, fast, and fierce.",Steadfast,Sharpness,Justified,FALSE,FALSE,TRUE,stage 2,,https://bulbapedia.bulbagarden.net/wiki/Gallade_(Pok%C3%A9mon)
476,Probopass,4,1,Compass Pokemon,1.4,340,20,Tarinorme,Probopass,Voluminas,Probopass,TRUE,50,50,TRUE,60,Medium Fast,Gray,70,60,55,145,75,150,40,184,Mineral,,Rock,Steel,0,0,1,0,2,0,Probopass radiates such a powerful magnetic field that nearby electrical appliances are rendered useless while it's around.,Sturdy,Magnet Pull,Sand Force,FALSE,FALSE,TRUE,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Probopass_(Pok%C3%A9mon)
477,Dusknoir,4,1,Gripper Pokemon,2.2,106.6,25,Noctunoir,Dusknoir,Zwirrfinst,Dusknoir,TRUE,50,50,TRUE,45,Fast,Black,35,45,100,135,65,135,45,236,Amorphous,,Ghost,,0,0,1,0,2,0,It comes and goes between this world and the afterlife. People fear this Pokemon because it is said to suck in lost spirits and take them along.,Pressure,,Frisk,FALSE,FALSE,TRUE,stage 2,,https://bulbapedia.bulbagarden.net/wiki/Dusknoir_(Pok%C3%A9mon)
478,Froslass,4,1,Snow Land Pokemon,1.3,26.6,20,Momartik,Froslass,Frosdedje,Froslass,TRUE,100,0,TRUE,75,Medium Fast,White,70,70,80,70,80,70,110,168,Fairy,Mineral,Ice,Ghost,0,0,0,0,0,2,It freezes prey by blowing its−58 degree Fahrenheitbreath. It is said to then secretly display its prey.,Snow Cloak,,Cursed Body,FALSE,FALSE,TRUE,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Froslass_(Pok%C3%A9mon)
479,Rotom (Rotom),4,6,Plasma Pokemon,0.3,0.3,20,Motisma,Rotom,Rotom,Rotom,FALSE,0,0,TRUE,45,Medium Fast,Red,70,50,50,77,95,77,91,154,Amorphous,,Electric,Ghost,0,0,0,1,0,1,"Research continues on this Pokemon, which could be the power source of a unique motor.",Levitate,,,FALSE,FALSE,FALSE,basic,,https://bulbapedia.bulbagarden.net/wiki/Rotom_(Pok%C3%A9mon)
480,Uxie,4,1,Knowledge Pokemon,0.3,0.3,80,Crehelf,Uxie,Selfe,Uxie,FALSE,0,0,FALSE,3,Slow,Yellow,140,75,75,130,75,130,95,261,No Eggs Discovered,,Psychic,,0,0,2,0,1,0,,Levitate,,,TRUE,FALSE,FALSE,basic,,https://bulbapedia.bulbagarden.net/wiki/Uxie_(Pok%C3%A9mon)
481,Mesprit,4,1,Emotion Pokemon,0.3,0.3,80,Crefollet,Mesprit,Vesprit,Mesprit,FALSE,0,0,FALSE,3,Slow,Pink,140,80,105,105,105,105,80,261,No Eggs Discovered,,Psychic,,0,1,0,1,1,0,,Levitate,,,TRUE,FALSE,FALSE,basic,,https://bulbapedia.bulbagarden.net/wiki/Mesprit_(Pok%C3%A9mon)
482,Azelf,4,1,Willpower Pokemon,0.3,0.3,80,Crefadet,Azelf,Tobutz,Azelf,FALSE,0,0,FALSE,3,Slow,Blue,140,75,125,70,125,70,115,261,No Eggs Discovered,,Psychic,,0,2,0,1,0,0,,Levitate,,,TRUE,FALSE,FALSE,basic,,https://bulbapedia.bulbagarden.net/wiki/Azelf_(Pok%C3%A9mon)
483,Dialga,4,2,Temporal Pokemon,5.4,683,120,Dialga,Dialga,Dialga,Dialga,FALSE,0,0,FALSE,3,Slow,White,0,100,120,120,150,100,90,306,No Eggs Discovered,,Steel,Dragon,0,0,0,3,0,0,,Pressure,,Telepathy,TRUE,FALSE,FALSE,basic,,https://bulbapedia.bulbagarden.net/wiki/Dialga_(Pok%C3%A9mon)
484,Palkia,4,2,Spatial Pokemon,4.2,336,120,Palkia,Palkia,Palkia,Palkia,FALSE,0,0,FALSE,3,Slow,Purple,0,90,120,100,150,120,100,306,No Eggs Discovered,,Water,Dragon,0,0,0,3,0,0,,Pressure,,Telepathy,TRUE,FALSE,FALSE,basic,,https://bulbapedia.bulbagarden.net/wiki/Palkia_(Pok%C3%A9mon)
485,Heatran,4,1,Lava Dome Pokemon,1.7,430,10,Heatran,Heatran,Heatran,Heatran,TRUE,50,50,FALSE,3,Slow,Brown,100,91,90,106,130,106,77,270,No Eggs Discovered,,Fire,Steel,0,0,0,3,0,0,,Flash Fire,,Flame Body,TRUE,FALSE,FALSE,basic,,https://bulbapedia.bulbagarden.net/wiki/Heatran_(Pok%C3%A9mon)
486,Regigigas,4,1,Colossal Pokemon,3.7,420,120,Regigigas,Regigigas,Regigigas,Regigigas,FALSE,0,0,FALSE,3,Slow,White,0,110,160,110,80,110,100,302,No Eggs Discovered,,Normal,,0,3,0,0,0,0,,Slow Start,,,TRUE,FALSE,FALSE,basic,,https://bulbapedia.bulbagarden.net/wiki/Regigigas_(Pok%C3%A9mon)
487,Giratina (Altered Forme),4,2,Renegade Pokemon,4.5,750,120,Giratina,Giratina,Giratina,Giratina,FALSE,0,0,FALSE,3,Slow,Black,0,150,100,120,100,120,90,306,No Eggs Discovered,,Ghost,Dragon,3,0,0,0,0,0,,Pressure,,Telepathy,TRUE,FALSE,FALSE,basic,,https://bulbapedia.bulbagarden.net/wiki/Giratina_(Pok%C3%A9mon)
488,Cresselia,4,1,Lunar Pokemon,1.5,85.6,120,Cresselia,Cresselia,Cresselia,Cresselia,TRUE,100,0,FALSE,3,Slow,Yellow,100,120,70,120,75,130,85,270,No Eggs Discovered,,Psychic,,0,0,0,0,3,0,,Levitate,,,TRUE,FALSE,FALSE,basic,,https://bulbapedia.bulbagarden.net/wiki/Cresselia_(Pok%C3%A9mon)
489,Phione,4,1,Sea Drifter Pokemon,0.4,3.1,40,Phione,Phione,Phione,Phione,FALSE,0,0,TRUE,30,Slow,Blue,70,80,80,80,80,80,80,216,Water 1,Fairy,Water,,1,0,0,0,0,0,,Hydration,,,FALSE,TRUE,FALSE,basic,,https://bulbapedia.bulbagarden.net/wiki/Phione_(Pok%C3%A9mon)
490,Manaphy,4,1,Seafaring Pokemon,0.3,1.4,10,Manaphy,Manaphy,Manaphy,Manaphy,FALSE,0,0,TRUE,3,Slow,Blue,70,100,100,100,100,100,100,270,Water 1,Fairy,Water,,3,0,0,0,0,0,,Hydration,,,FALSE,TRUE,FALSE,basic,,https://bulbapedia.bulbagarden.net/wiki/Manaphy_(Pok%C3%A9mon)
491,Darkrai,4,1,Pitch-Black Pokemon,1.5,50.5,120,Darkrai,Darkrai,Darkrai,Darkrai,FALSE,0,0,FALSE,3,Slow,Black,0,70,90,90,135,90,125,270,No Eggs Discovered,,Dark,,0,0,0,2,0,1,,Bad Dreams,,,FALSE,TRUE,FALSE,basic,,https://bulbapedia.bulbagarden.net/wiki/Darkrai_(Pok%C3%A9mon)
492,Shaymin (Land Forme),4,2,Gratitude Pokemon,0.2,2.1,120,Shaymin,Shaymin,Shaymin,Shaymin,FALSE,0,0,FALSE,45,Medium Slow,Green,100,100,100,100,100,100,100,270,No Eggs Discovered,,Grass,,3,0,0,0,0,0,,Natural Cure,,,FALSE,TRUE,FALSE,basic,,https://bulbapedia.bulbagarden.net/wiki/Shaymin_(Pok%C3%A9mon)
493,Arceus (Arceus),4,1,Alpha Pokemon,3.2,320,120,Arceus,Arceus,Arceus,Arceus,TRUE,0,,FALSE,3,Slow,White,0,120,120,120,120,120,120,324,No Eggs Discovered,,Normal,,3,0,0,0,0,0,,Multitype,,,FALSE,TRUE,FALSE,basic,,https://bulbapedia.bulbagarden.net/wiki/Arceus_(Pok%C3%A9mon)
494,Victini,5,1,Victory Pokemon,0.4,4,120,Victini,Victini,Victini,Victini,FALSE,0,0,FALSE,3,Slow,Yellow,100,100,100,100,100,100,100,270,No Eggs Discovered,,Psychic,Fire,3,0,0,0,0,0,,Victory Star,,,FALSE,TRUE,FALSE,basic,,https://bulbapedia.bulbagarden.net/wiki/Victini_(Pok%C3%A9mon)
495,Snivy,5,1,Grass Snake Pokemon,0.6,8.1,20,Vipelierre,Snivy,Serpifeu,Snivy,TRUE,12.5,87.5,TRUE,45,Medium Slow,Green,70,45,45,55,45,55,63,62,Field,Grass,Grass,,0,0,0,0,0,1,"It prefers to avoid groups. In its day-to-day life, it dexterously controls its vines to compensate for its short arms.",Overgrow,,Contrary,FALSE,FALSE,TRUE,basic,17,https://bulbapedia.bulbagarden.net/wiki/Snivy_(Pok%C3%A9mon)
496,Servine,5,1,Grass Snake Pokemon,0.8,16,20,Lianaja,Servine,Efoserp,Servine,TRUE,12.5,87.5,TRUE,45,Medium Slow,Green,70,60,60,75,60,75,83,145,Field,Grass,Grass,,0,0,0,0,0,2,Servine's one weakness is its inflated sense of pride. It takes a while for Servine to be able to cooperate with other Pokemon.,Overgrow,,Contrary,FALSE,FALSE,TRUE,stage 1,36,https://bulbapedia.bulbagarden.net/wiki/Servine_(Pok%C3%A9mon)
497,Serperior,5,1,Regal Pokemon,3.3,63,20,Majaspic,Serperior,Serpiroyal,Serperior,TRUE,12.5,87.5,TRUE,45,Medium Slow,Green,70,75,75,95,75,95,113,238,Field,Grass,Grass,,0,0,0,0,0,3,An intimidating gaze and majestic appearance have caused this Pokemon to be known as the Lord of the Forest.,Overgrow,,Contrary,FALSE,FALSE,TRUE,stage 2,,https://bulbapedia.bulbagarden.net/wiki/Serperior_(Pok%C3%A9mon)
498,Tepig,5,1,Fire Pig Pokemon,0.5,9.9,20,Gruikui,Tepig,Floink,Tepig,TRUE,12.5,87.5,TRUE,45,Medium Slow,Red,70,65,63,45,45,45,45,62,Field,,Fire,,1,0,0,0,0,0,"This Pokemon is a ravenous glutton. It uses its excellent sense of smell to find food, then cooks it to a crisp before eating.",Blaze,,Thick Fat,FALSE,FALSE,TRUE,basic,17,https://bulbapedia.bulbagarden.net/wiki/Tepig_(Pok%C3%A9mon)
499,Pignite,5,1,Fire Pig Pokemon,1,55.5,20,Grotichon,Pignite,Ferkokel,Pignite,TRUE,12.5,87.5,TRUE,45,Medium Slow,Red,70,90,93,55,70,55,55,146,Field,,Fire,Fighting,0,2,0,0,0,0,"When defending its friends, Pignite will stand up to any opponent, no matter how strong. But it's powerless when faced with an empty stomach.",Blaze,,Thick Fat,FALSE,FALSE,TRUE,stage 1,36,https://bulbapedia.bulbagarden.net/wiki/Pignite_(Pok%C3%A9mon)
500,Emboar,5,1,Mega Fire Pig Pokemon,1.6,150,20,Roitiflam,Emboar,Flambirex,Emboar,TRUE,12.5,87.5,TRUE,45,Medium Slow,Red,70,110,123,65,100,65,65,238,Field,,Fire,Fighting,0,3,0,0,0,0,"The direr the situation, the more it seems to enjoy itself. The flames around its neck intensify, too, increasing Emboar's power and speed.",Blaze,,Reckless,FALSE,FALSE,TRUE,stage 2,,https://bulbapedia.bulbagarden.net/wiki/Emboar_(Pok%C3%A9mon)
501,Oshawott,5,1,Sea Otter Pokemon,0.5,5.9,20,Moustillon,Oshawott,Ottaro,Oshawott,TRUE,12.5,87.5,TRUE,45,Medium Slow,Blue,70,55,55,45,63,45,45,62,Field,,Water,,0,0,0,1,0,0,It's said that Oshawott learned to maintain its scalchop with riverbed stones by mimicking humans it saw using whetstones.,Torrent,,Shell Armor,FALSE,FALSE,TRUE,basic,17,https://bulbapedia.bulbagarden.net/wiki/Oshawott_(Pok%C3%A9mon)
502,Dewott,5,1,Discipline Pokemon,0.8,24.5,20,Mateloutre,Dewott,Zwottronin,Dewott,TRUE,12.5,87.5,TRUE,45,Medium Slow,Blue,70,75,75,60,83,60,60,145,Field,,Water,,0,0,0,2,0,0,"Dewott has a studious and stern personality. It masters the use of its scalchops through dedicated, repeated training.",Torrent,,Shell Armor,FALSE,FALSE,TRUE,stage 1,36,https://bulbapedia.bulbagarden.net/wiki/Dewott_(Pok%C3%A9mon)
503,Samurott,5,2,Formidable Pokemon,1.5,94.6,20,Clamiral,Samurott,Admurai,Samurott,TRUE,12.5,87.5,TRUE,45,Medium Slow,Blue,70,95,100,85,108,70,70,238,Field,,Water,,0,0,0,3,0,0,Samurott leads its group strictly. Those who do not follow its rules receive a merciless thrashing.,Torrent,,Shell Armor,FALSE,FALSE,TRUE,stage 2,,https://bulbapedia.bulbagarden.net/wiki/Samurott_(Pok%C3%A9mon)
504,Patrat,5,1,Scout Pokemon,0.5,11.6,15,Ratentif,Patrat,Nagelotz,Patrat,TRUE,50,50,TRUE,255,Medium Fast,Brown,70,45,55,39,35,39,42,51,Field,,Normal,,0,1,0,0,0,0,,Run Away,Keen Eye,Analytic,FALSE,FALSE,TRUE,basic,20,https://bulbapedia.bulbagarden.net/wiki/Patrat_(Pok%C3%A9mon)
505,Watchog,5,1,Lookout Pokemon,1.1,27,20,Miradar,Watchog,Kukmarda,Watchog,TRUE,50,50,TRUE,255,Medium Fast,Brown,70,60,85,69,60,69,77,147,Field,,Normal,,0,2,0,0,0,0,,Illuminate,Keen Eye,Analytic,FALSE,FALSE,TRUE,stage 1,,https://bulbapedia.bulbagarden.net/wiki/Watchog_(Pok%C3%A9mon)
506,Lillipup,5,1,Puppy Pokemon,0.4,4.1,15,Ponchiot,Lillipup,Yorkleff,Lillipup,TRUE,50,50,TRUE,255,Medium Slow,Brown,70,45,60,45,25,45,55,55,Field,,Normal,,0,1,0,0,0,0,,Vital Spirit,Pickup,Run Away,FALSE,FALSE,TRUE,basic,16,https://bulbapedia.bulbagarden.net/wiki/Lillipup_(Pok%C3%A9mon)
507,Herdier,5,1,Loyal Dog Pokemon,0.9,14.7,15,Ponchien,Herdier,Terribark,Herdier,TRUE,50,50,TRUE,120,Medium Slow,Gray,70,65,80,65,35,65,60,130,Field,,Normal,,0,2,0,0,0,0,,Intimidate,Sand Rush,Scrappy,FALSE,FALSE,TRUE,stage 1,32,https://bulbapedia.bulbagarden.net/wiki/Herdier_(Pok%C3%A9mon)
508,Stoutland,5,1,Big-Hearted Pokemon,1.2,61,15,Mastouffe,Stoutland,Bissbark,Stoutland,TRUE,50,50,TRUE,45,Medium Slow,Gray,70,85,100,90,45,90,80,225,Field,,Normal,,0,3,0,0,0,0,,Intimidate,Sand Rush,Scrappy,FALSE,FALSE,TRUE,stage 2,,https://bulbapedia.bulbagarden.net/wiki/Stoutland_(Pok%C3%A9mon)
509,Purrloin,5,1,Devious Pokemon,0.4,10.1,20,Chacripan,Purrloin,Felilou,Purrloin,TRUE,50,50,TRUE,255,Medium Fast,Purple,70,41,50,37,50,37,66,56,Field,,Dark,,0,0,0,0,0,1,,Limber,Unburden,Prankster,FALSE,FALSE,TRUE,basic,20,https://bulbapedia.bulbagarden.net/wiki/Purrloin_(Pok%C3%A9mon)
