,name_en,syllables,syllable_count,forms,category,height_m,weight_kg,has_gender,female_percent,is_breedable,catch_rate,leveling_rate,base_hp,base_atk,base_def,base_spatk,base_spdef,base_speed,base_stat_total,egg_group_0,egg_group_1,type_0,type_1,ability_0,ability_1,hidden_ability,is_legendary,is_mythical,is_part_of_evolution,stage,evolution_level
241,Larvitar,"['Lar', 'vi', 'tar']",3,1,Rock Skin Pokemon,0.6,72.0,True,50.0,True,45,Slow,50,64,50,45,50,41,300,Monster,,Rock,Ground,Guts,,Sand Veil,False,False,True,1,30.0
242,Pupitar,"['Pu', 'pi', 'tar']",3,1,Hard Shell Pokemon,1.2,152.0,True,50.0,True,45,Slow,70,84,70,65,70,51,410,Monster,,Rock,Ground,Shed Skin,,,False,False,True,2,55.0
243,Tyranitar,"['Ty', 'ra', 'ni', 'tar']",4,1,Armor Pokemon,2.0,202.0,True,50.0,True,45,Slow,100,134,110,95,100,61,600,Monster,,Rock,Dark,Sand Stream,,Unnerve,False,False,True,3,
244,Lugia,"['Lu', 'gia']",2,1,Diving Pokemon,5.2,216.0,False,0.0,False,3,Slow,106,90,130,90,154,110,680,No Eggs Discovered,,Psychic,Flying,Pressure,,Multiscale,True,False,False,1,
245,Ho-Oh,['Ho-Oh'],1,1,Rainbow Pokemon,3.8,199.0,False,0.0,False,3,Slow,106,130,90,110,154,90,680,No Eggs Discovered,,Fire,Flying,Pressure,,Regenerator,True,False,False,1,
246,Celebi,"['Ce', 'le', 'bi']",3,1,Time Travel Pokemon,0.6,5.0,False,0.0,False,45,Medium Slow,100,100,100,100,100,100,600,No Eggs Discovered,,Psychic,Grass,Natural Cure,,,False,True,False,1,
247,Treecko,"['Treec', 'ko']",2,1,Wood Gecko Pokemon,0.5,5.0,True,12.5,True,45,Medium Slow,40,45,35,65,55,70,310,Monster,Dragon,Grass,,Overgrow,,Unburden,False,False,True,1,16.0
248,Grovyle,"['Gro', 'vy', 'le']",3,1,Wood Gecko Pokemon,0.9,21.6,True,12.5,True,45,Medium Slow,50,65,45,85,65,95,405,Monster,Dragon,Grass,,Overgrow,,Unburden,False,False,True,2,36.0
249,Sceptile,"['Scep', 'ti', 'le']",3,1,Forest Pokemon,1.7,52.2,True,12.5,True,45,Medium Slow,70,85,65,105,85,120,530,Monster,Dragon,Grass,,Overgrow,,Unburden,False,False,True,3,
250,Torchic,"['Torc', 'hic']",2,1,Chick Pokemon,0.4,2.5,True,12.5,True,45,Medium Slow,45,60,40,70,50,45,310,Field,,Fire,,Blaze,,Speed Boost,False,False,True,1,16.0
251,Combusken,"['Com', 'bus', 'ken']",3,1,Young Fowl Pokemon,0.9,19.5,True,12.5,True,45,Medium Slow,60,85,60,85,60,55,405,Field,,Fire,Fighting,Blaze,,Speed Boost,False,False,True,2,36.0
252,Blaziken,"['Bla', 'zi', 'ken']",3,1,Blaze Pokemon,1.9,52.0,True,12.5,True,45,Medium Slow,80,120,70,110,70,80,530,Field,,Fire,Fighting,Blaze,,Speed Boost,False,False,True,3,
253,Mudkip,"['Mud', 'kip']",2,1,Mud Fish Pokemon,0.4,7.6,True,12.5,True,45,Medium Slow,50,70,50,50,50,40,310,Monster,Water 1,Water,,Torrent,,Damp,False,False,True,1,16.0
254,Marshtomp,"['Marsh', 'tomp']",2,1,Mud Fish Pokemon,0.7,28.0,True,12.5,True,45,Medium Slow,70,85,70,60,70,50,405,Monster,Water 1,Water,Ground,Torrent,,Damp,False,False,True,2,36.0
255,Swampert,"['Swam', 'pert']",2,1,Mud Fish Pokemon,1.5,81.9,True,12.5,True,45,Medium Slow,100,110,90,85,90,60,535,Monster,Water 1,Water,Ground,Torrent,,Damp,False,False,True,3,
256,Poochyena,"['Pooc', 'hye', 'na']",3,1,Bite Pokemon,0.5,13.6,True,50.0,True,255,Medium Fast,35,55,35,30,30,35,220,Field,,Dark,,Run Away,Quick Feet,Rattled,False,False,True,1,18.0
257,Mightyena,"['Migh', 'tye', 'na']",3,1,Bite Pokemon,1.0,37.0,True,50.0,True,127,Medium Fast,70,90,70,60,60,70,420,Field,,Dark,,Intimidate,Quick Feet,Moxie,False,False,True,2,
258,Zigzagoon,"['Zi', 'gza', 'goon']",3,2,Tiny Raccoon Pokemon,0.4,17.5,True,50.0,True,255,Medium Fast,38,30,41,30,41,60,240,Field,,Normal,,Pickup,Gluttony,Quick Feet,False,False,True,1,20.0
259,Linoone,"['Li', 'noo', 'ne']",3,2,Rushing Pokemon,0.5,32.5,True,50.0,True,90,Medium Fast,78,70,61,50,61,100,420,Field,,Normal,,Pickup,Gluttony,Quick Feet,False,False,True,2,35.0
260,Wurmple,"['Wurm', 'ple']",2,1,Worm Pokemon,0.3,3.6,True,50.0,True,255,Medium Fast,45,45,35,20,30,20,195,Bug,,Bug,,Shield Dust,,Run Away,False,False,True,1,7.0
261,Silcoon,"['Sil', 'coon']",2,1,Cocoon Pokemon,0.6,10.0,True,50.0,True,120,Medium Fast,50,35,55,25,25,15,205,Bug,,Bug,,Shed Skin,,,False,False,True,2,10.0
262,Beautifly,"['Bea', 'u', 'ti', 'fly']",4,1,Butterfly Pokemon,1.0,28.4,True,50.0,True,45,Medium Fast,60,70,50,90,50,65,385,Bug,,Bug,Flying,Swarm,,Rivalry,False,False,True,3,
263,Cascoon,"['Cas', 'coon']",2,1,Cocoon Pokemon,0.7,11.5,True,50.0,True,120,Medium Fast,50,35,55,25,25,15,205,Bug,,Bug,,Shed Skin,,,False,False,True,2,10.0
264,Dustox,"['Dus', 'tox']",2,1,Poison Moth Pokemon,1.2,31.6,True,50.0,True,45,Medium Fast,60,50,70,50,90,65,385,Bug,,Bug,Poison,Shield Dust,,Compound Eyes,False,False,True,3,
265,Lotad,"['Lo', 'tad']",2,1,Water Weed Pokemon,0.5,2.6,True,50.0,True,255,Medium Slow,40,30,30,40,50,30,220,Water 1,Grass,Water,Grass,Swift Swim,Rain Dish,Own Tempo,False,False,True,1,14.0
266,Lombre,"['Lom', 'bre']",2,1,Jolly Pokemon,1.2,32.5,True,50.0,True,120,Medium Slow,60,50,50,60,70,50,340,Water 1,Grass,Water,Grass,Swift Swim,Rain Dish,Own Tempo,False,False,True,2,
267,Ludicolo,"['Lu', 'di', 'co', 'lo']",4,1,Carefree Pokemon,1.5,55.0,True,50.0,True,45,Medium Slow,80,70,70,90,100,70,480,Water 1,Grass,Water,Grass,Swift Swim,Rain Dish,Own Tempo,False,False,True,3,
268,Seedot,"['See', 'dot']",2,1,Acorn Pokemon,0.5,4.0,True,50.0,True,255,Medium Slow,40,40,50,30,30,30,220,Field,Grass,Grass,,Chlorophyll,Early Bird,Pickpocket,False,False,True,1,14.0
269,Nuzleaf,"['Nu', 'zleaf']",2,1,Wily Pokemon,1.0,28.0,True,50.0,True,120,Medium Slow,70,70,40,60,40,60,340,Field,Grass,Grass,Dark,Chlorophyll,Early Bird,Pickpocket,False,False,True,2,
270,Shiftry,"['Shif', 'try']",2,1,Wicked Pokemon,1.3,59.6,True,50.0,True,45,Medium Slow,90,100,60,90,60,80,480,Field,Grass,Grass,Dark,Chlorophyll,Wind Rider,Pickpocket,False,False,True,3,
271,Taillow,"['Tail', 'low']",2,1,Tiny Swallow Pokemon,0.3,2.3,True,50.0,True,200,Medium Slow,40,55,30,30,30,85,270,Flying,,Normal,Flying,Guts,,Scrappy,False,False,True,1,22.0
272,Swellow,"['Swel', 'low']",2,1,Swallow Pokemon,0.7,19.8,True,50.0,True,45,Medium Slow,60,85,60,50,50,125,430,Flying,,Normal,Flying,Guts,,Scrappy,False,False,True,2,
273,Wingull,"['Win', 'gull']",2,1,Seagull Pokemon,0.6,9.5,True,50.0,True,190,Medium Fast,40,30,30,55,30,85,270,Water 1,Flying,Water,Flying,Keen Eye,Hydration,Rain Dish,False,False,True,1,25.0
274,Pelipper,"['Pe', 'lip', 'per']",3,1,Water Bird Pokemon,1.2,28.0,True,50.0,True,45,Medium Fast,60,50,100,85,70,65,430,Water 1,Flying,Water,Flying,Keen Eye,Drizzle,Rain Dish,False,False,True,2,
275,Ralts,['Ralts'],1,1,Feeling Pokemon,0.4,6.6,True,50.0,True,235,Slow,28,25,25,45,35,40,198,Human-Like,Gen VIII+,Psychic,Fairy,Synchronize,Trace,Telepathy,False,False,True,1,20.0
276,Kirlia,"['Kir', 'lia']",2,1,Emotion Pokemon,0.8,20.2,True,50.0,True,120,Slow,38,35,35,65,55,50,278,Human-Like,Gen VIII+,Psychic,Fairy,Synchronize,Trace,Telepathy,False,False,True,2,30.0
277,Gardevoir,"['Gar', 'de', 'voir']",3,1,Embrace Pokemon,1.6,48.4,True,50.0,True,45,Slow,68,65,65,125,115,80,518,Human-Like,Gen VIII+,Psychic,Fairy,Synchronize,Trace,Telepathy,False,False,True,3,
278,Surskit,"['Surs', 'kit']",2,1,Pond Skater Pokemon,0.5,1.7,True,50.0,True,200,Medium Fast,40,30,32,50,52,65,269,Water 1,Bug,Bug,Water,Swift Swim,,Rain Dish,False,False,True,1,22.0
279,Masquerain,"['Mas', 'que', 'rain']",3,1,Eyeball Pokemon,0.8,3.6,True,50.0,True,75,Medium Fast,70,60,62,80,82,60,414,Water 1,Bug,Bug,Flying,Intimidate,,Unnerve,False,False,True,2,
280,Shroomish,"['Shroo', 'mish']",2,1,Mushroom Pokemon,0.4,4.5,True,50.0,True,255,Fluctuating,60,40,60,40,60,35,295,Fairy,Grass,Grass,,Effect Spore,Poison Heal,Quick Feet,False,False,True,1,23.0
281,Breloom,"['Bre', 'loom']",2,1,Mushroom Pokemon,1.2,39.2,True,50.0,True,90,Fluctuating,60,130,80,60,60,70,460,Fairy,Grass,Grass,Fighting,Effect Spore,Poison Heal,Technician,False,False,True,2,
282,Slakoth,"['Sla', 'koth']",2,1,Slacker Pokemon,0.8,24.0,True,50.0,True,255,Slow,60,60,60,35,35,30,280,Field,,Normal,,Truant,,,False,False,True,1,18.0
283,Vigoroth,"['Vi', 'go', 'roth']",3,1,Wild Monkey Pokemon,1.4,46.5,True,50.0,True,120,Slow,80,80,80,55,55,90,440,Field,,Normal,,Vital Spirit,,,False,False,True,2,36.0
284,Slaking,"['Sla', 'king']",2,1,Lazy Pokemon,2.0,130.5,True,50.0,True,45,Slow,150,160,100,95,65,100,670,Field,,Normal,,Truant,,,False,False,True,3,
285,Nincada,"['Nin', 'ca', 'da']",3,1,Trainee Pokemon,0.5,5.5,True,50.0,True,255,Erratic,31,45,90,30,30,40,266,Bug,,Bug,Ground,Compound Eyes,,Run Away,False,False,True,1,20.0
286,Ninjask,"['Nin', 'jask']",2,1,Ninja Pokemon,0.8,12.0,True,50.0,True,120,Erratic,61,90,45,50,50,160,456,Bug,,Bug,Flying,Speed Boost,,Infiltrator,False,False,True,2,
287,Shedinja,"['She', 'din', 'ja']",3,1,Shed Pokemon,0.8,1.2,False,0.0,True,45,Erratic,1,90,45,30,30,40,236,Mineral,,Bug,Ghost,Wonder Guard,,,False,False,True,2,
288,Whismur,"['Whi', 'smur']",2,1,Whisper Pokemon,0.6,16.3,True,50.0,True,190,Medium Slow,64,51,23,51,23,28,240,Monster,Field,Normal,,Soundproof,,Rattled,False,False,True,1,20.0
289,Loudred,"['Lou', 'dred']",2,1,Big Voice Pokemon,1.0,40.5,True,50.0,True,120,Medium Slow,84,71,43,71,43,48,360,Monster,Field,Normal,,Soundproof,,Scrappy,False,False,True,2,40.0
290,Exploud,['Exploud'],1,1,Loud Noise Pokemon,1.5,84.0,True,50.0,True,45,Medium Slow,104,91,63,91,63,68,480,Monster,Field,Normal,,Soundproof,,Scrappy,False,False,True,3,
291,Makuhita,"['Ma', 'ku', 'hi', 'ta']",4,1,Guts Pokemon,1.0,86.4,True,25.0,True,180,Fluctuating,72,60,30,20,30,25,237,Human-Like,,Fighting,,Thick Fat,Guts,Sheer Force,False,False,True,1,24.0
292,Hariyama,"['Ha', 'riy', 'a', 'ma']",4,1,Arm Thrust Pokemon,2.3,253.8,True,25.0,True,200,Fluctuating,144,120,60,40,60,50,474,Human-Like,,Fighting,,Thick Fat,Guts,Sheer Force,False,False,True,2,
293,Azurill,"['Azu', 'rill']",2,1,Polka Dot Pokemon,0.2,2.0,True,75.0,True,150,Fast,50,20,40,20,40,20,190,No Eggs Discovered,,Normal,Fairy,Thick Fat,Huge Power,Sap Sipper,False,False,True,1,
294,Nosepass,"['No', 'se', 'pass']",3,1,Compass Pokemon,1.0,97.0,True,50.0,True,255,Medium Fast,30,45,135,45,90,30,375,Mineral,,Rock,,Sturdy,Magnet Pull,Sand Force,False,False,True,1,
295,Skitty,"['Skit', 'ty']",2,1,Kitten Pokemon,0.6,11.0,True,75.0,True,255,Fast,50,45,45,35,35,50,260,Field,Fairy,Normal,,Cute Charm,Normalize,Wonder Skin,False,False,True,1,
296,Delcatty,"['Del', 'cat', 'ty']",3,1,Prim Pokemon,1.1,32.6,True,75.0,True,60,Fast,70,65,65,55,55,70,380,Field,Fairy,Normal,,Cute Charm,Normalize,Wonder Skin,False,False,True,2,
297,Sableye,"['Sa', 'bley', 'e']",3,1,Darkness Pokemon,0.5,11.0,True,50.0,True,45,Medium Slow,50,75,75,65,65,50,380,Human-Like,,Dark,Ghost,Keen Eye,Stall,Prankster,False,False,False,1,
298,Mawile,"['Ma', 'wi', 'le']",3,1,Deceiver Pokemon,0.6,11.5,True,50.0,True,45,Fast,50,85,85,55,55,50,380,Field,Fairy,Steel,Fairy,Hyper Cutter,Intimidate,Sheer Force,False,False,False,1,
299,Aron,['Aron'],1,1,Iron Armor Pokemon,0.4,60.0,True,50.0,True,180,Slow,50,70,100,40,40,30,330,Monster,,Steel,Rock,Sturdy,Rock Head,Heavy Metal,False,False,True,1,32.0
300,Lairon,"['Lai', 'ron']",2,1,Iron Armor Pokemon,0.9,120.0,True,50.0,True,90,Slow,60,90,140,50,50,40,430,Monster,,Steel,Rock,Sturdy,Rock Head,Heavy Metal,False,False,True,2,42.0
301,Aggron,['Aggron'],1,1,Iron Armor Pokemon,2.1,360.0,True,50.0,True,45,Slow,70,110,180,60,60,50,530,Monster,,Steel,Rock,Sturdy,Rock Head,Heavy Metal,False,False,True,3,
302,Meditite,"['Me', 'di', 'ti', 'te']",4,1,Meditate Pokemon,0.6,11.2,True,50.0,True,180,Medium Fast,30,40,55,40,55,60,280,Human-Like,,Fighting,Psychic,Pure Power,,Telepathy,False,False,True,1,37.0
303,Medicham,"['Me', 'dic', 'ham']",3,1,Meditate Pokemon,1.3,31.5,True,50.0,True,90,Medium Fast,60,60,75,60,75,80,410,Human-Like,,Fighting,Psychic,Pure Power,,Telepathy,False,False,True,2,
304,Electrike,"['Elec', 'tri', 'ke']",3,1,Lightning Pokemon,0.6,15.2,True,50.0,True,120,Slow,40,45,40,65,40,65,295,Field,,Electric,,Static,Lightning Rod,Minus,False,False,True,1,26.0
305,Manectric,"['Ma', 'nec', 'tric']",3,1,Discharge Pokemon,1.5,40.2,True,50.0,True,45,Slow,70,75,60,105,60,105,475,Field,,Electric,,Static,Lightning Rod,Minus,False,False,True,2,
306,Plusle,"['Plu', 'sle']",2,1,Cheering Pokemon,0.4,4.2,True,50.0,True,200,Medium Fast,60,50,40,85,75,95,405,Fairy,,Electric,,Plus,,Lightning Rod,False,False,False,1,
307,Minun,"['Mi', 'nun']",2,1,Cheering Pokemon,0.4,4.2,True,50.0,True,200,Medium Fast,60,40,50,75,85,95,405,Fairy,,Electric,,Minus,,Volt Absorb,False,False,False,1,
308,Volbeat,"['Vol', 'beat']",2,1,Firefly Pokemon,0.7,17.7,True,0.0,True,150,Erratic,65,73,55,47,75,85,400,Bug,Human-Like,Bug,,Illuminate,Swarm,Prankster,False,False,False,1,
309,Illumise,"['Illu', 'mi', 'se']",3,1,Firefly Pokemon,0.6,17.7,True,100.0,True,150,Fluctuating,65,47,55,73,75,85,400,Bug,Human-Like,Bug,,Oblivious,Tinted Lens,Prankster,False,False,False,1,
310,Roselia,"['Ro', 'se', 'lia']",3,1,Thorn Pokemon,0.3,2.0,True,50.0,True,150,Medium Slow,50,60,45,100,80,65,400,Fairy,Grass,Grass,Poison,Natural Cure,Poison Point,Leaf Guard,False,False,True,2,
311,Gulpin,"['Gul', 'pin']",2,1,Stomach Pokemon,0.4,10.3,True,50.0,True,225,Fluctuating,70,43,53,43,53,40,302,Amorphous,,Poison,,Liquid Ooze,Sticky Hold,Gluttony,False,False,True,1,26.0
312,Swalot,"['Swa', 'lot']",2,1,Poison Bag Pokemon,1.7,80.0,True,50.0,True,75,Fluctuating,100,73,83,73,83,55,467,Amorphous,,Poison,,Liquid Ooze,Sticky Hold,Gluttony,False,False,True,2,
313,Carvanha,"['Car', 'van', 'ha']",3,1,Savage Pokemon,0.8,20.8,True,50.0,True,225,Slow,45,90,20,65,20,65,305,Water 2,,Water,Dark,Rough Skin,,Speed Boost,False,False,True,1,30.0
314,Sharpedo,"['Shar', 'pe', 'do']",3,1,Brutal Pokemon,1.8,88.8,True,50.0,True,60,Slow,70,120,40,95,40,95,460,Water 2,,Water,Dark,Rough Skin,,Speed Boost,False,False,True,2,
315,Wailmer,"['Wail', 'mer']",2,1,Ball Whale Pokemon,2.0,130.0,True,50.0,True,125,Fluctuating,130,70,35,70,35,60,400,Field,Water 2,Water,,Water Veil,Oblivious,Pressure,False,False,True,1,40.0
316,Wailord,"['Wai', 'lord']",2,1,Float Whale Pokemon,14.5,398.0,True,50.0,True,60,Fluctuating,170,90,45,90,45,60,500,Field,Water 2,Water,,Water Veil,Oblivious,Pressure,False,False,True,2,
317,Numel,"['Nu', 'mel']",2,1,Numb Pokemon,0.7,24.0,True,50.0,True,255,Medium Fast,60,60,40,65,45,35,305,Field,,Fire,Ground,Oblivious,Simple,Own Tempo,False,False,True,1,33.0
318,Camerupt,"['Ca', 'me', 'rupt']",3,1,Eruption Pokemon,1.9,220.0,True,50.0,True,150,Medium Fast,70,100,70,105,75,40,460,Field,,Fire,Ground,Magma Armor,Solid Rock,Anger Point,False,False,True,2,
319,Torkoal,"['Tor', 'koal']",2,1,Coal Pokemon,0.5,80.4,True,50.0,True,90,Medium Fast,70,85,140,85,70,20,470,Field,,Fire,,White Smoke,Drought,Shell Armor,False,False,False,1,
320,Spoink,['Spoink'],1,1,Bounce Pokemon,0.7,30.6,True,50.0,True,255,Fast,60,25,35,70,80,60,330,Field,,Psychic,,Thick Fat,Own Tempo,Gluttony,False,False,True,1,32.0
321,Grumpig,"['Grum', 'pig']",2,1,Manipulate Pokemon,0.9,71.5,True,50.0,True,60,Fast,80,45,65,90,110,80,470,Field,,Psychic,,Thick Fat,Own Tempo,Gluttony,False,False,True,2,
322,Spinda,"['Spin', 'da']",2,1,Spot Panda Pokemon,1.1,5.0,True,50.0,True,255,Fast,60,60,60,60,60,60,360,Field,Human-Like,Normal,,Own Tempo,Tangled Feet,Contrary,False,False,False,1,
323,Trapinch,"['Tra', 'pinch']",2,1,Ant Pit Pokemon,0.7,15.0,True,50.0,True,255,Medium Slow,45,100,45,45,45,10,290,Bug,Dragon,Ground,,Hyper Cutter,Arena Trap,Sheer Force,False,False,True,1,35.0
324,Vibrava,"['Vi', 'bra', 'va']",3,1,Vibration Pokemon,1.1,15.3,True,50.0,True,120,Medium Slow,50,70,50,50,50,70,340,Bug,Dragon,Ground,Dragon,Levitate,,,False,False,True,2,45.0
325,Flygon,"['Fly', 'gon']",2,1,Mystic Pokemon,2.0,82.0,True,50.0,True,45,Medium Slow,80,100,80,80,80,100,520,Bug,Dragon,Ground,Dragon,Levitate,,,False,False,True,3,
326,Cacnea,"['Ca', 'cnea']",2,1,Cactus Pokemon,0.4,51.3,True,50.0,True,190,Medium Slow,50,85,40,85,40,35,335,Grass,Human-Like,Grass,,Sand Veil,,Water Absorb,False,False,True,1,32.0
327,Cacturne,"['Cac', 'tur', 'ne']",3,1,Scarecrow Pokemon,1.3,77.4,True,50.0,True,60,Medium Slow,70,115,60,115,60,55,475,Grass,Human-Like,Grass,Dark,Sand Veil,,Water Absorb,False,False,True,2,
328,Swablu,"['Swa', 'blu']",2,1,Cotton Bird Pokemon,0.4,1.2,True,50.0,True,255,Erratic,45,40,60,40,75,50,310,Flying,Dragon,Normal,Flying,Natural Cure,,Cloud Nine,False,False,True,1,35.0
329,Altaria,"['Alta', 'ria']",2,1,Humming Pokemon,1.1,20.6,True,50.0,True,45,Erratic,75,70,90,70,105,80,490,Flying,Dragon,Dragon,Flying,Natural Cure,,Cloud Nine,False,False,True,2,
330,Zangoose,"['Zan', 'goo', 'se']",3,1,Cat Ferret Pokemon,1.3,40.3,True,50.0,True,90,Erratic,73,115,60,60,60,90,458,Field,,Normal,,Immunity,,Toxic Boost,False,False,False,1,
331,Seviper,"['Se', 'vi', 'per']",3,1,Fang Snake Pokemon,2.7,52.5,True,50.0,True,90,Fluctuating,73,100,60,100,60,65,458,Field,Dragon,Poison,,Shed Skin,,Infiltrator,False,False,False,1,
332,Lunatone,"['Lu', 'na', 'to', 'ne']",4,1,Meteorite Pokemon,1.0,168.0,False,0.0,True,45,Fast,70,55,65,95,85,70,440,Mineral,,Rock,Psychic,Levitate,,,False,False,False,1,
333,Solrock,"['Sol', 'rock']",2,1,Meteorite Pokemon,1.2,154.0,False,0.0,True,45,Fast,70,95,85,55,65,70,440,Mineral,,Rock,Psychic,Levitate,,,False,False,False,1,
334,Barboach,"['Bar', 'boach']",2,1,Whiskers Pokemon,0.4,1.9,True,50.0,True,190,Medium Fast,50,48,43,46,41,60,288,Water 2,,Water,Ground,Oblivious,Anticipation,Hydration,False,False,True,1,30.0
335,Whiscash,"['Whis', 'cash']",2,1,Whiskers Pokemon,0.9,23.6,True,50.0,True,75,Medium Fast,110,78,73,76,71,60,468,Water 2,,Water,Ground,Oblivious,Anticipation,Hydration,False,False,True,2,
336,Corphish,"['Corp', 'hish']",2,1,Ruffian Pokemon,0.6,11.5,True,50.0,True,205,Fluctuating,43,80,65,50,35,35,308,Water 1,Water 3,Water,,Hyper Cutter,Shell Armor,Adaptability,False,False,True,1,30.0
337,Crawdaunt,"['Craw', 'daunt']",2,1,Rogue Pokemon,1.1,32.8,True,50.0,True,155,Fluctuating,63,120,85,90,55,55,468,Water 1,Water 3,Water,Dark,Hyper Cutter,Shell Armor,Adaptability,False,False,True,2,
338,Baltoy,"['Bal', 'toy']",2,1,Clay Doll Pokemon,0.5,21.5,False,0.0,True,255,Medium Fast,40,40,55,40,70,55,300,Mineral,,Ground,Psychic,Levitate,,,False,False,True,1,36.0
339,Claydol,"['Clay', 'dol']",2,1,Clay Doll Pokemon,1.5,108.0,False,0.0,True,90,Medium Fast,60,70,105,70,120,75,500,Mineral,,Ground,Psychic,Levitate,,,False,False,True,2,
340,Lileep,"['Li', 'leep']",2,1,Sea Lily Pokemon,1.0,23.8,True,12.5,True,45,Erratic,66,41,77,61,87,23,355,Water 3,,Rock,Grass,Suction Cups,,Storm Drain,False,False,True,1,40.0
341,Cradily,"['Cra', 'di', 'ly']",3,1,Barnacle Pokemon,1.5,60.4,True,12.5,True,45,Erratic,86,81,97,81,107,43,495,Water 3,,Rock,Grass,Suction Cups,,Storm Drain,False,False,True,2,
342,Anorith,"['Ano', 'rith']",2,1,Old Shrimp Pokemon,0.7,12.5,True,12.5,True,45,Erratic,45,95,50,40,50,75,355,Water 3,,Rock,Bug,Battle Armor,,Swift Swim,False,False,True,1,40.0
343,Armaldo,"['Armal', 'do']",2,1,Plate Pokemon,1.5,68.2,True,12.5,True,45,Erratic,75,125,100,70,80,45,495,Water 3,,Rock,Bug,Battle Armor,,Swift Swim,False,False,True,2,
344,Feebas,"['Fee', 'bas']",2,1,Fish Pokemon,0.6,7.4,True,50.0,True,255,Erratic,20,15,20,10,55,80,200,Water 1,Dragon,Water,,Swift Swim,Oblivious,Adaptability,False,False,True,1,
345,Milotic,"['Mi', 'lo', 'tic']",3,1,Tender Pokemon,6.2,162.0,True,50.0,True,60,Erratic,95,60,79,100,125,81,540,Water 1,Dragon,Water,,Marvel Scale,Competitive,Cute Charm,False,False,True,2,
346,Castform,"['Cas', 'tform']",2,4,Weather Pokemon,0.3,0.8,True,50.0,True,45,Medium Fast,70,70,70,70,70,70,420,Fairy,Amorphous,Normal,,Forecast,,,False,False,False,1,
347,Kecleon,"['Ke', 'cleon']",2,1,Color Swap Pokemon,1.0,22.0,True,50.0,True,200,Medium Slow,60,90,70,60,120,40,440,Field,,Normal,,Color Change,,Protean,False,False,False,1,
348,Shuppet,"['Shup', 'pet']",2,1,Puppet Pokemon,0.6,2.3,True,50.0,True,225,Fast,44,75,35,63,33,45,295,Amorphous,,Ghost,,Insomnia,Frisk,Cursed Body,False,False,True,1,37.0
349,Banette,"['Ba', 'net', 'te']",3,1,Marionette Pokemon,1.1,12.5,True,50.0,True,45,Fast,64,115,65,83,63,65,455,Amorphous,,Ghost,,Insomnia,Frisk,Cursed Body,False,False,True,2,
350,Duskull,"['Dus', 'kull']",2,1,Requiem Pokemon,0.8,15.0,True,50.0,True,190,Fast,20,40,90,30,90,25,295,Amorphous,,Ghost,,Levitate,,Frisk,False,False,True,1,37.0
351,Dusclops,"['Dus', 'clops']",2,1,Beckon Pokemon,1.6,30.6,True,50.0,True,90,Fast,40,70,130,60,130,25,455,Amorphous,,Ghost,,Pressure,,Frisk,False,False,True,2,
352,Tropius,"['Tro', 'pius']",2,1,Fruit Pokemon,2.0,100.0,True,50.0,True,200,Slow,99,68,83,72,87,51,460,Monster,Grass,Grass,Flying,Chlorophyll,Solar Power,Harvest,False,False,False,1,
353,Chimecho,"['Chi', 'mec', 'ho']",3,1,Wind Chime Pokemon,0.6,1.0,True,50.0,True,45,Fast,65,50,70,95,80,65,425,Amorphous,,Psychic,,Levitate,,,False,False,True,2,
354,Absol,['Absol'],1,1,Disaster Pokemon,1.2,47.0,True,50.0,True,30,Medium Slow,65,130,60,75,60,75,465,Field,,Dark,,Pressure,Super Luck,Justified,False,False,False,1,
355,Wynaut,"['Wy', 'naut']",2,1,Bright Pokemon,0.6,14.0,True,50.0,True,125,Medium Fast,95,23,48,23,48,23,260,No Eggs Discovered,,Psychic,,Shadow Tag,,Telepathy,False,False,True,1,15.0
356,Snorunt,"['Sno', 'runt']",2,1,Snow Hat Pokemon,0.7,16.8,True,50.0,True,190,Medium Fast,50,50,50,50,50,50,300,Fairy,Mineral,Ice,,Inner Focus,Ice Body,Moody,False,False,True,1,42.0
357,Glalie,"['Gla', 'lie']",2,1,Face Pokemon,1.5,256.5,True,50.0,True,75,Medium Fast,80,80,80,80,80,80,480,Fairy,Mineral,Ice,,Inner Focus,Ice Body,Moody,False,False,True,2,
358,Spheal,['Spheal'],1,1,Clap Pokemon,0.8,39.5,True,50.0,True,255,Medium Slow,70,40,50,55,50,25,290,Water 1,Field,Ice,Water,Thick Fat,Ice Body,Oblivious,False,False,True,1,32.0
359,Sealeo,"['Sea', 'leo']",2,1,Ball Roll Pokemon,1.1,87.6,True,50.0,True,120,Medium Slow,90,60,70,75,70,45,410,Water 1,Field,Ice,Water,Thick Fat,Ice Body,Oblivious,False,False,True,2,44.0
360,Walrein,"['Wal', 'rein']",2,1,Ice Break Pokemon,1.4,150.6,True,50.0,True,45,Medium Slow,110,80,90,95,90,65,530,Water 1,Field,Ice,Water,Thick Fat,Ice Body,Oblivious,False,False,True,3,
361,Clamperl,"['Clam', 'perl']",2,1,Bivalve Pokemon,0.4,52.5,True,50.0,True,255,Erratic,35,64,85,74,55,32,345,Water 1,,Water,,Shell Armor,,Rattled,False,False,True,1,
362,Huntail,"['Hun', 'tail']",2,1,Deep Sea Pokemon,1.7,27.0,True,50.0,True,60,Erratic,55,104,105,94,75,52,485,Water 1,,Water,,Swift Swim,,Water Veil,False,False,True,2,
